person,movie,expect,rating
101,24,0.0,
101,140,1.0,
101,182,0.0,
101,130,1.0,
101,120,0.0,
101,2,0.0,
101,74,0.0,
101,55,1.0,
101,197,1.0,
101,180,0.0,
101,68,0.0,
101,106,1.0,
101,88,0.0,
102,185,0.0,
102,68,0.0,
102,88,2.0,
102,36,2.0,
102,95,1.0,
102,193,0.0,
102,75,0.0,
102,1,1.0,
102,182,1.0,
102,139,2.0,
102,54,1.0,
102,159,2.0,
102,69,1.0,
102,154,2.0,
102,38,1.0,
102,116,2.0,
102,16,1.0,
102,23,0.0,
102,142,0.0,
102,2,1.0,
102,45,2.0,
102,44,0.0,
102,42,1.0,
102,121,2.0,
102,79,1.0,
102,171,0.0,
102,32,0.0,
102,5,1.0,
102,82,2.0,
102,124,1.0,
102,49,2.0,
102,111,0.0,
102,33,1.0,
102,106,0.0,
102,148,1.0,
103,173,2.0,
103,126,1.0,
103,27,0.0,
103,28,0.0,
103,177,2.0,
103,133,0.0,
103,145,2.0,
103,11,2.0,
103,157,1.0,
103,77,0.0,
103,88,2.0,
103,93,1.0,
103,161,2.0,
103,42,0.0,
103,24,2.0,
103,196,2.0,
103,80,1.0,
103,20,2.0,
103,123,2.0,
103,122,2.0,
103,75,1.0,
103,130,1.0,
103,25,2.0,
103,195,2.0,
103,159,2.0,
103,175,1.0,
103,35,1.0,
103,84,2.0,
103,163,0.0,
103,40,1.0,
103,64,2.0,
103,43,2.0,
103,56,1.0,
103,18,1.0,
103,57,0.0,
103,162,2.0,
103,156,1.0,
103,146,2.0,
103,194,2.0,
103,82,1.0,
103,90,2.0,
103,108,2.0,
103,53,1.0,
103,165,2.0,
103,1,1.0,
103,52,1.0,
103,140,2.0,
103,46,0.0,
103,4,0.0,
103,21,1.0,
103,154,2.0,
103,137,0.0,
103,142,1.0,
103,23,1.0,
103,185,1.0,
104,24,0.0,
104,27,0.0,
104,18,1.0,
104,142,0.0,
104,121,1.0,
104,23,0.0,
104,13,0.0,
104,116,0.0,
104,42,2.0,
104,129,0.0,
104,124,0.0,
104,21,2.0,
104,122,1.0,
104,50,0.0,
104,54,2.0,
104,12,0.0,
104,9,1.0,
104,51,0.0,
104,95,0.0,
104,138,0.0,
104,85,1.0,
104,102,1.0,
104,33,0.0,
104,86,1.0,
104,73,1.0,
104,188,0.0,
104,79,1.0,
104,14,1.0,
104,194,1.0,
104,137,0.0,
104,189,0.0,
104,49,1.0,
104,169,0.0,
104,83,1.0,
104,136,0.0,
104,174,0.0,
104,15,0.0,
104,77,0.0,
104,134,1.0,
104,22,2.0,
104,11,1.0,
104,152,0.0,
104,153,1.0,
104,125,0.0,
104,181,0.0,
105,45,0.0,
105,196,2.0,
105,99,2.0,
105,51,1.0,
105,27,1.0,
105,4,1.0,
105,42,0.0,
105,185,0.0,
105,15,0.0,
105,23,2.0,
105,197,1.0,
105,67,0.0,
105,173,2.0,
105,114,1.0,
105,20,1.0,
105,78,2.0,
105,11,1.0,
105,167,2.0,
105,56,1.0,
105,31,0.0,
105,183,2.0,
105,102,0.0,
105,89,1.0,
105,16,2.0,
105,82,0.0,
105,83,0.0,
105,66,0.0,
106,187,0.0,
106,72,0.0,
106,14,0.0,
106,111,0.0,
106,133,0.0,
106,137,0.0,
106,128,0.0,
106,119,0.0,
106,172,1.0,
106,179,0.0,
106,115,0.0,
106,17,1.0,
106,16,0.0,
106,36,1.0,
106,71,0.0,
106,197,0.0,
106,180,0.0,
106,144,0.0,
106,153,1.0,
106,175,0.0,
106,142,1.0,
106,60,0.0,
106,110,0.0,
106,185,0.0,
106,32,1.0,
106,88,1.0,
106,199,0.0,
106,58,1.0,
106,188,0.0,
106,95,1.0,
106,121,0.0,
106,165,0.0,
106,80,0.0,
106,158,0.0,
106,26,0.0,
106,39,1.0,
106,8,2.0,
106,53,1.0,
106,92,0.0,
106,44,0.0,
106,75,0.0,
106,114,0.0,
106,27,0.0,
106,13,1.0,
106,15,0.0,
106,38,1.0,
106,152,0.0,
106,156,0.0,
106,70,2.0,
106,146,1.0,
106,59,1.0,
106,94,0.0,
106,45,1.0,
106,159,1.0,
106,78,1.0,
106,83,1.0,
107,182,1.0,
107,6,0.0,
107,180,0.0,
107,29,1.0,
107,110,0.0,
107,13,0.0,
107,45,1.0,
107,79,0.0,
107,44,1.0,
107,76,1.0,
107,132,0.0,
107,149,1.0,
107,164,1.0,
107,67,1.0,
107,71,0.0,
107,181,0.0,
107,64,0.0,
107,139,0.0,
107,121,1.0,
107,138,0.0,
107,89,0.0,
107,175,0.0,
107,140,0.0,
107,177,0.0,
107,188,0.0,
107,136,0.0,
107,31,0.0,
107,112,0.0,
107,38,0.0,
107,54,1.0,
107,142,0.0,
107,100,0.0,
107,19,0.0,
107,16,0.0,
107,57,0.0,
107,24,1.0,
107,148,0.0,
107,150,0.0,
107,95,0.0,
107,30,1.0,
107,18,1.0,
107,120,1.0,
107,130,0.0,
107,187,0.0,
107,137,0.0,
107,170,1.0,
107,131,0.0,
107,65,0.0,
107,27,0.0,
107,197,0.0,
107,198,0.0,
107,163,0.0,
107,70,0.0,
107,20,0.0,
107,33,0.0,
107,169,1.0,
107,62,1.0,
107,21,0.0,
107,23,0.0,
107,115,0.0,
107,102,0.0,
107,5,1.0,
107,171,1.0,
108,142,1.0,
108,109,1.0,
108,5,2.0,
108,156,1.0,
108,14,1.0,
108,138,1.0,
108,137,0.0,
108,19,0.0,
108,54,1.0,
108,33,2.0,
108,130,1.0,
108,123,1.0,
108,18,1.0,
108,24,1.0,
108,121,1.0,
108,52,0.0,
108,32,1.0,
108,26,0.0,
108,63,0.0,
108,153,1.0,
108,87,0.0,
108,195,1.0,
108,103,0.0,
108,169,1.0,
108,3,1.0,
108,165,1.0,
108,45,2.0,
108,100,1.0,
108,88,1.0,
108,83,0.0,
108,115,0.0,
108,120,1.0,
108,111,0.0,
108,36,1.0,
109,7,2.0,
109,16,1.0,
109,4,0.0,
109,1,2.0,
109,15,2.0,
109,6,0.0,
110,119,2.0,
110,49,1.0,
110,133,0.0,
110,23,0.0,
110,90,1.0,
110,187,0.0,
110,140,1.0,
110,81,0.0,
110,111,0.0,
110,77,0.0,
110,197,0.0,
110,136,0.0,
110,121,2.0,
110,42,0.0,
110,68,0.0,
110,70,0.0,
110,21,0.0,
110,57,0.0,
110,78,2.0,
110,185,1.0,
110,108,1.0,
110,71,1.0,
110,73,0.0,
110,74,0.0,
110,105,0.0,
110,102,0.0,
110,76,1.0,
110,63,0.0,
110,182,1.0,
110,192,1.0,
110,153,0.0,
110,64,2.0,
110,183,1.0,
110,113,1.0,
110,128,1.0,
110,48,0.0,
110,101,2.0,
110,104,1.0,
110,162,2.0,
110,171,0.0,
110,112,0.0,
110,80,0.0,
110,181,1.0,
110,189,2.0,
110,176,0.0,
110,69,0.0,
110,177,1.0,
110,129,0.0,
110,159,0.0,
110,87,1.0,
111,97,0.0,
111,163,0.0,
111,31,0.0,
111,55,0.0,
111,35,0.0,
111,125,0.0,
111,37,0.0,
111,107,0.0,
111,1,2.0,
111,56,0.0,
111,189,0.0,
111,92,0.0,
111,180,0.0,
111,67,0.0,
111,87,2.0,
111,21,0.0,
111,161,1.0,
111,13,0.0,
111,115,0.0,
111,48,0.0,
111,131,0.0,
111,173,2.0,
111,16,2.0,
111,175,0.0,
111,82,0.0,
111,77,0.0,
111,32,0.0,
111,53,0.0,
111,49,2.0,
111,111,0.0,
111,150,1.0,
111,46,0.0,
111,54,0.0,
111,177,0.0,
111,156,1.0,
111,199,1.0,
111,38,0.0,
111,152,1.0,
111,15,1.0,
111,176,1.0,
111,36,0.0,
111,95,0.0,
111,200,0.0,
111,182,0.0,
111,101,1.0,
111,17,1.0,
111,80,0.0,
111,142,0.0,
112,193,1.0,
112,154,1.0,
112,112,1.0,
112,169,0.0,
112,149,1.0,
112,40,0.0,
112,88,2.0,
112,121,2.0,
112,5,0.0,
112,36,1.0,
112,104,1.0,
112,165,1.0,
112,139,1.0,
112,155,1.0,
112,44,0.0,
112,180,0.0,
112,131,0.0,
112,119,0.0,
112,87,1.0,
112,126,0.0,
112,137,2.0,
112,32,0.0,
112,187,1.0,
112,107,1.0,
112,55,0.0,
112,182,1.0,
112,192,1.0,
112,45,1.0,
112,136,1.0,
112,189,0.0,
112,7,0.0,
112,64,1.0,
112,18,1.0,
112,54,0.0,
112,83,1.0,
112,98,2.0,
112,37,0.0,
112,167,0.0,
112,129,1.0,
112,142,0.0,
112,80,1.0,
112,110,0.0,
112,4,1.0,
112,178,0.0,
112,175,1.0,
112,70,0.0,
112,181,0.0,
112,38,1.0,
112,106,1.0,
112,2,0.0,
112,76,0.0,
112,63,2.0,
112,93,0.0,
112,91,1.0,
112,25,1.0,
112,162,0.0,
112,146,0.0,
112,145,2.0,
112,39,0.0,
112,13,1.0,
112,53,0.0,
112,46,2.0,
112,6,0.0,
112,130,1.0,
112,97,1.0,
112,158,2.0,
112,49,0.0,
112,177,1.0,
112,77,0.0,
112,1,2.0,
112,23,0.0,
112,19,0.0,
113,21,0.0,
113,36,2.0,
113,33,1.0,
113,149,1.0,
113,192,1.0,
113,54,1.0,
113,45,1.0,
113,130,0.0,
113,39,2.0,
113,63,1.0,
113,199,1.0,
113,97,0.0,
113,145,0.0,
113,176,0.0,
113,64,0.0,
113,44,1.0,
113,124,0.0,
113,56,0.0,
113,153,1.0,
113,178,1.0,
113,175,0.0,
113,15,0.0,
113,163,0.0,
113,78,0.0,
113,23,0.0,
113,93,1.0,
113,51,0.0,
113,115,0.0,
113,10,0.0,
113,80,0.0,
113,112,0.0,
113,75,0.0,
113,58,2.0,
113,197,1.0,
113,38,0.0,
113,128,0.0,
113,20,2.0,
113,5,1.0,
113,179,0.0,
113,32,0.0,
113,106,0.0,
113,158,1.0,
113,79,1.0,
113,181,0.0,
113,101,0.0,
113,127,0.0,
113,131,1.0,
113,187,0.0,
113,123,0.0,
113,150,0.0,
113,6,0.0,
113,125,0.0,
113,42,0.0,
113,136,0.0,
113,91,0.0,
113,161,2.0,
113,159,1.0,
113,129,0.0,
113,103,0.0,
113,87,0.0,
113,126,0.0,
113,140,0.0,
114,74,0.0,
114,33,0.0,
114,112,0.0,
114,192,1.0,
114,24,1.0,
114,176,0.0,
114,49,0.0,
114,119,0.0,
114,180,0.0,
114,57,0.0,
114,97,0.0,
114,14,0.0,
114,28,1.0,
114,5,1.0,
114,133,0.0,
114,117,0.0,
114,111,0.0,
114,189,0.0,
114,31,1.0,
114,54,1.0,
114,88,0.0,
114,77,0.0,
114,36,0.0,
114,121,1.0,
114,42,0.0,
114,101,1.0,
114,21,0.0,
114,70,0.0,
114,142,0.0,
114,138,0.0,
114,87,0.0,
114,130,0.0,
114,51,1.0,
114,177,0.0,
114,143,0.0,
114,43,1.0,
114,181,0.0,
114,22,1.0,
114,154,0.0,
114,4,0.0,
114,15,0.0,
114,166,0.0,
114,140,0.0,
114,132,0.0,
114,11,0.0,
114,197,0.0,
114,59,0.0,
114,136,0.0,
115,5,0.0,
115,57,1.0,
115,70,1.0,
115,110,1.0,
115,39,1.0,
115,171,0.0,
115,104,1.0,
115,144,1.0,
115,121,1.0,
115,82,0.0,
115,13,0.0,
115,145,0.0,
115,199,0.0,
115,184,0.0,
115,165,0.0,
115,129,1.0,
115,98,2.0,
115,115,1.0,
115,36,1.0,
115,1,2.0,
115,174,0.0,
115,88,2.0,
115,52,1.0,
115,188,0.0,
115,16,1.0,
115,102,0.0,
115,161,1.0,
115,154,2.0,
115,4,1.0,
115,89,1.0,
115,106,2.0,
115,54,0.0,
115,14,1.0,
115,197,0.0,
115,112,0.0,
115,90,0.0,
115,105,0.0,
115,131,1.0,
115,173,0.0,
115,148,0.0,
115,139,1.0,
115,133,0.0,
115,21,2.0,
115,124,2.0,
115,45,0.0,
115,153,1.0,
115,155,1.0,
115,180,0.0,
115,55,1.0,
115,158,1.0,
115,111,0.0,
115,15,1.0,
115,49,2.0,
115,166,0.0,
115,107,0.0,
115,58,1.0,
115,142,0.0,
115,78,0.0,
115,67,0.0,
115,33,2.0,
115,35,1.0,
115,32,1.0,
115,150,0.0,
115,130,0.0,
115,43,1.0,
115,163,1.0,
115,97,1.0,
115,159,2.0,
115,6,0.0,
115,25,1.0,
115,196,1.0,
115,24,0.0,
115,140,1.0,
115,176,0.0,
115,152,0.0,
115,30,2.0,
115,19,1.0,
115,72,1.0,
115,77,2.0,
115,95,0.0,
115,185,0.0,
115,195,2.0,
115,92,1.0,
115,178,0.0,
115,53,0.0,
115,42,0.0,
115,192,2.0,
115,17,1.0,
115,80,0.0,
115,151,0.0,
115,74,0.0,
116,150,0.0,
116,147,0.0,
116,66,1.0,
116,60,0.0,
116,178,0.0,
116,191,0.0,
116,151,0.0,
116,139,0.0,
116,169,0.0,
116,134,0.0,
116,146,0.0,
116,58,0.0,
116,136,0.0,
116,157,0.0,
116,103,0.0,
116,198,0.0,
116,159,0.0,
116,155,0.0,
116,137,0.0,
116,26,1.0,
116,133,0.0,
116,8,1.0,
116,195,0.0,
116,2,0.0,
116,162,0.0,
116,5,0.0,
116,49,0.0,
116,9,0.0,
116,196,0.0,
116,132,0.0,
116,141,0.0,
116,102,0.0,
116,44,0.0,
116,43,0.0,
116,53,0.0,
116,176,0.0,
116,6,0.0,
116,140,0.0,
116,189,0.0,
116,38,1.0,
116,144,0.0,
116,148,0.0,
116,184,0.0,
116,138,0.0,
116,161,0.0,
116,97,0.0,
116,187,0.0,
116,15,0.0,
116,22,0.0,
116,179,0.0,
116,180,0.0,
116,154,0.0,
116,24,0.0,
116,193,0.0,
116,64,0.0,
116,199,0.0,
116,105,0.0,
116,30,1.0,
116,152,0.0,
116,175,0.0,
116,163,0.0,
116,56,1.0,
116,165,0.0,
116,52,0.0,
116,197,0.0,
116,168,0.0,
116,174,0.0,
116,200,0.0,
116,149,0.0,
116,95,1.0,
117,48,0.0,
117,177,0.0,
117,192,0.0,
117,175,0.0,
117,142,0.0,
117,97,0.0,
117,200,0.0,
117,49,0.0,
117,196,0.0,
117,92,1.0,
117,60,0.0,
117,5,2.0,
117,1,1.0,
117,131,0.0,
117,188,0.0,
117,38,0.0,
117,121,1.0,
117,74,1.0,
117,176,0.0,
117,102,2.0,
117,83,0.0,
117,189,1.0,
117,89,1.0,
117,193,0.0,
117,77,0.0,
117,82,0.0,
117,19,0.0,
117,199,0.0,
117,12,0.0,
117,124,0.0,
117,103,0.0,
117,39,2.0,
117,18,0.0,
117,181,0.0,
117,190,0.0,
117,130,0.0,
117,21,0.0,
117,122,0.0,
117,59,0.0,
117,24,1.0,
117,173,0.0,
117,123,0.0,
117,129,0.0,
117,125,0.0,
117,140,0.0,
117,178,0.0,
117,64,0.0,
118,4,0.0,
118,121,0.0,
118,136,0.0,
118,45,0.0,
118,51,0.0,
118,111,0.0,
118,32,0.0,
118,143,0.0,
118,131,0.0,
118,23,1.0,
118,149,0.0,
118,82,1.0,
118,150,1.0,
118,159,2.0,
118,42,0.0,
118,58,0.0,
118,84,1.0,
118,114,0.0,
118,108,0.0,
118,142,0.0,
118,158,1.0,
118,101,1.0,
118,130,0.0,
118,56,0.0,
118,115,0.0,
118,15,1.0,
118,146,1.0,
118,18,0.0,
118,60,2.0,
118,13,0.0,
118,49,0.0,
118,112,0.0,
118,16,1.0,
118,11,1.0,
118,10,0.0,
118,137,0.0,
119,164,2.0,
119,37,0.0,
119,177,0.0,
119,54,0.0,
119,197,0.0,
119,3,1.0,
119,52,0.0,
119,192,0.0,
119,119,1.0,
119,182,0.0,
119,58,1.0,
119,183,0.0,
119,114,0.0,
119,17,1.0,
119,6,0.0,
119,9,1.0,
119,95,0.0,
119,193,0.0,
119,121,2.0,
119,27,1.0,
119,150,2.0,
119,25,0.0,
119,122,0.0,
119,53,0.0,
119,42,0.0,
119,69,0.0,
119,136,0.0,
119,77,0.0,
119,12,1.0,
119,115,0.0,
119,189,0.0,
119,75,0.0,
119,59,2.0,
119,1,2.0,
119,90,0.0,
119,196,1.0,
119,15,1.0,
119,74,1.0,
119,112,0.0,
119,76,0.0,
119,156,0.0,
119,49,2.0,
119,79,0.0,
119,88,0.0,
119,83,1.0,
119,78,0.0,
119,20,1.0,
119,105,0.0,
119,38,0.0,
119,181,0.0,
119,60,1.0,
119,19,1.0,
119,16,2.0,
119,113,0.0,
119,148,2.0,
119,151,0.0,
119,50,1.0,
119,104,2.0,
119,102,2.0,
119,176,0.0,
119,46,0.0,
119,134,0.0,
119,32,0.0,
119,184,0.0,
119,68,0.0,
119,4,0.0,
119,13,2.0,
119,92,1.0,
119,159,0.0,
119,171,2.0,
119,56,1.0,
119,5,0.0,
119,36,0.0,
119,144,2.0,
119,140,0.0,
119,129,1.0,
119,180,0.0,
120,128,0.0,
120,169,0.0,
120,28,0.0,
120,176,2.0,
120,15,0.0,
120,153,0.0,
120,2,0.0,
120,134,0.0,
120,36,0.0,
120,3,0.0,
120,58,1.0,
120,98,0.0,
120,150,0.0,
120,6,0.0,
120,172,0.0,
120,184,1.0,
120,16,0.0,
120,190,2.0,
120,145,0.0,
120,94,0.0,
120,136,0.0,
120,39,0.0,
120,199,2.0,
120,185,2.0,
120,165,1.0,
120,158,2.0,
120,91,0.0,
120,25,0.0,
120,18,0.0,
120,41,0.0,
120,64,0.0,
120,114,0.0,
120,109,0.0,
120,13,0.0,
120,103,0.0,
120,126,0.0,
120,159,2.0,
120,181,1.0,
120,23,0.0,
120,33,1.0,
120,122,1.0,
120,105,0.0,
120,149,0.0,
120,166,1.0,
120,196,1.0,
120,148,0.0,
120,154,0.0,
120,186,2.0,
120,118,0.0,
120,107,0.0,
120,50,0.0,
120,21,0.0,
120,106,0.0,
120,112,0.0,
120,177,1.0,
120,108,0.0,
120,182,1.0,
120,93,0.0,
120,125,0.0,
120,120,0.0,
120,160,0.0,
120,200,2.0,
120,92,1.0,
120,155,0.0,
120,152,0.0,
120,110,0.0,
120,45,0.0,
120,129,0.0,
120,123,0.0,
120,163,2.0,
120,147,0.0,
120,135,0.0,
120,124,0.0,
120,19,0.0,
120,142,0.0,
120,193,1.0,
121,171,0.0,
121,39,0.0,
121,44,0.0,
121,110,0.0,
121,12,0.0,
121,120,0.0,
121,195,0.0,
121,188,0.0,
121,32,0.0,
121,42,0.0,
121,53,0.0,
121,173,0.0,
121,54,0.0,
121,155,0.0,
121,63,0.0,
121,154,2.0,
121,77,0.0,
121,2,0.0,
121,158,0.0,
121,168,2.0,
121,102,0.0,
121,1,1.0,
121,178,0.0,
121,91,1.0,
121,131,0.0,
121,106,0.0,
121,118,0.0,
121,31,1.0,
121,169,0.0,
121,19,0.0,
121,45,0.0,
121,115,1.0,
121,69,0.0,
121,6,0.0,
121,130,2.0,
121,162,0.0,
121,176,0.0,
121,38,0.0,
121,189,0.0,
121,116,0.0,
121,83,2.0,
121,112,0.0,
121,175,1.0,
121,90,0.0,
121,48,0.0,
121,181,0.0,
121,23,0.0,
121,46,0.0,
121,74,0.0,
121,49,0.0,
121,4,0.0,
121,36,0.0,
121,149,0.0,
121,161,0.0,
121,76,0.0,
121,5,1.0,
121,190,0.0,
121,94,0.0,
121,58,0.0,
122,24,1.0,
122,45,0.0,
122,93,1.0,
122,131,0.0,
122,5,2.0,
122,158,1.0,
122,15,1.0,
122,148,0.0,
122,181,0.0,
122,33,0.0,
122,150,0.0,
122,77,0.0,
122,188,0.0,
122,172,0.0,
122,126,0.0,
122,185,0.0,
122,22,0.0,
122,16,0.0,
122,115,0.0,
122,4,0.0,
122,124,1.0,
122,44,2.0,
122,171,0.0,
122,120,0.0,
122,121,1.0,
122,38,0.0,
122,106,1.0,
122,165,1.0,
122,119,0.0,
122,153,1.0,
122,27,1.0,
122,19,0.0,
122,159,2.0,
122,103,0.0,
122,21,0.0,
122,64,0.0,
122,142,0.0,
122,195,1.0,
122,54,1.0,
122,127,0.0,
122,199,1.0,
122,68,0.0,
122,30,1.0,
122,32,0.0,
122,143,0.0,
122,83,2.0,
122,46,1.0,
122,136,0.0,
122,49,1.0,
122,196,1.0,
122,189,0.0,
122,63,1.0,
122,60,2.0,
122,87,0.0,
122,42,0.0,
122,129,0.0,
122,123,1.0,
122,91,1.0,
122,25,1.0,
122,163,0.0,
122,180,0.0,
122,110,0.0,
122,53,0.0,
122,51,1.0,
122,74,0.0,
122,157,2.0,
122,145,1.0,
122,104,0.0,
122,137,0.0,
123,11,0.0,
123,45,2.0,
123,103,1.0,
123,163,0.0,
123,159,2.0,
123,2,1.0,
123,91,2.0,
123,176,0.0,
123,143,1.0,
123,24,1.0,
123,197,2.0,
123,171,0.0,
123,74,0.0,
123,92,2.0,
123,70,1.0,
123,97,2.0,
123,129,1.0,
123,122,1.0,
123,190,1.0,
123,116,1.0,
123,105,2.0,
123,139,2.0,
123,140,0.0,
123,78,0.0,
123,148,0.0,
123,120,2.0,
123,12,0.0,
123,102,2.0,
123,133,2.0,
123,136,1.0,
123,187,0.0,
123,179,2.0,
123,26,1.0,
123,41,2.0,
123,18,1.0,
123,192,1.0,
123,142,1.0,
123,169,1.0,
123,180,1.0,
123,109,0.0,
123,25,0.0,
123,115,0.0,
123,48,2.0,
123,77,1.0,
123,112,2.0,
123,95,2.0,
123,19,0.0,
123,85,1.0,
123,84,0.0,
123,23,1.0,
123,13,0.0,
123,146,1.0,
123,35,0.0,
123,38,1.0,
123,28,0.0,
123,22,1.0,
123,88,1.0,
123,165,2.0,
123,128,0.0,
123,193,1.0,
123,188,1.0,
123,175,1.0,
123,87,2.0,
123,16,0.0,
123,100,0.0,
123,54,1.0,
123,83,0.0,
123,49,1.0,
123,31,2.0,
123,68,1.0,
123,73,1.0,
123,4,2.0,
123,153,1.0,
123,189,1.0,
123,39,1.0,
123,154,1.0,
123,37,1.0,
123,162,1.0,
124,67,1.0,
124,24,1.0,
124,82,1.0,
124,33,1.0,
124,49,2.0,
124,78,1.0,
124,111,0.0,
124,74,0.0,
124,121,1.0,
124,57,0.0,
124,122,1.0,
124,6,1.0,
124,176,0.0,
124,81,0.0,
124,68,0.0,
124,134,1.0,
124,30,1.0,
124,170,0.0,
124,60,1.0,
124,136,0.0,
124,5,1.0,
124,70,1.0,
124,198,0.0,
124,188,0.0,
124,181,1.0,
124,112,1.0,
124,99,2.0,
124,182,1.0,
124,92,1.0,
124,130,1.0,
124,124,0.0,
124,91,1.0,
124,174,2.0,
124,21,2.0,
124,16,1.0,
124,148,1.0,
124,12,0.0,
124,133,1.0,
124,137,1.0,
124,142,1.0,
124,79,0.0,
124,95,0.0,
124,76,0.0,
124,27,0.0,
125,95,0.0,
125,103,0.0,
125,59,0.0,
125,162,0.0,
125,6,0.0,
125,24,1.0,
125,44,1.0,
125,18,0.0,
125,12,1.0,
125,141,1.0,
125,195,0.0,
125,189,1.0,
125,15,0.0,
125,32,1.0,
125,119,1.0,
125,146,0.0,
125,161,0.0,
125,100,1.0,
125,67,0.0,
125,166,1.0,
125,74,0.0,
125,51,1.0,
125,89,1.0,
125,104,1.0,
125,40,0.0,
125,20,0.0,
125,50,0.0,
125,11,0.0,
125,158,0.0,
125,121,2.0,
125,135,0.0,
125,200,0.0,
125,43,0.0,
125,144,1.0,
125,57,0.0,
125,191,0.0,
125,133,0.0,
125,193,0.0,
125,187,0.0,
125,4,0.0,
125,25,1.0,
125,150,0.0,
125,76,1.0,
125,49,0.0,
125,54,1.0,
125,176,0.0,
125,142,0.0,
125,21,0.0,
125,125,0.0,
125,90,1.0,
125,117,0.0,
125,64,1.0,
125,169,1.0,
125,3,0.0,
125,41,0.0,
125,109,0.0,
125,159,0.0,
125,137,0.0,
125,123,0.0,
125,111,0.0,
125,175,1.0,
125,98,1.0,
125,78,0.0,
125,99,0.0,
125,153,1.0,
125,179,2.0,
125,149,0.0,
125,143,0.0,
125,42,0.0,
125,180,0.0,
125,88,1.0,
125,171,0.0,
125,174,0.0,
125,105,0.0,
125,80,0.0,
125,34,0.0,
125,8,0.0,
125,27,0.0,
125,71,0.0,
125,79,0.0,
125,140,1.0,
125,13,2.0,
126,188,0.0,
126,6,1.0,
126,9,2.0,
126,124,1.0,
126,196,2.0,
126,175,1.0,
126,114,0.0,
126,98,2.0,
126,128,2.0,
126,174,1.0,
126,32,2.0,
126,4,2.0,
126,41,2.0,
126,179,2.0,
126,111,2.0,
126,25,0.0,
126,72,1.0,
126,112,1.0,
126,22,1.0,
126,101,2.0,
126,36,0.0,
126,152,2.0,
126,50,1.0,
126,91,1.0,
126,58,1.0,
126,77,2.0,
126,18,0.0,
126,8,1.0,
126,1,0.0,
126,153,1.0,
126,119,2.0,
126,194,2.0,
126,53,0.0,
126,167,0.0,
126,82,2.0,
126,150,1.0,
126,110,1.0,
126,199,2.0,
126,143,2.0,
126,55,0.0,
126,93,0.0,
127,142,0.0,
127,76,0.0,
127,11,1.0,
127,52,0.0,
127,9,2.0,
127,39,2.0,
127,66,1.0,
127,128,0.0,
127,143,1.0,
127,178,0.0,
127,97,1.0,
127,51,1.0,
127,156,0.0,
127,64,0.0,
127,28,1.0,
127,31,2.0,
127,67,1.0,
127,133,2.0,
127,7,1.0,
127,94,0.0,
127,120,0.0,
127,37,1.0,
127,61,2.0,
127,119,0.0,
127,22,0.0,
127,190,0.0,
127,189,1.0,
127,125,1.0,
127,14,0.0,
127,104,0.0,
127,115,0.0,
127,110,1.0,
127,187,0.0,
127,24,2.0,
127,121,2.0,
127,122,0.0,
127,88,2.0,
127,140,1.0,
127,101,2.0,
127,114,0.0,
127,147,2.0,
127,69,1.0,
127,98,1.0,
127,107,2.0,
127,163,1.0,
127,50,2.0,
127,32,0.0,
127,19,1.0,
127,18,0.0,
127,129,1.0,
127,151,1.0,
127,118,0.0,
127,105,1.0,
127,44,2.0,
127,199,2.0,
127,135,0.0,
127,58,0.0,
127,158,2.0,
127,26,1.0,
127,45,2.0,
127,173,0.0,
127,162,0.0,
127,72,0.0,
127,109,2.0,
127,126,1.0,
127,1,2.0,
127,134,1.0,
127,148,0.0,
127,5,2.0,
127,38,0.0,
127,93,1.0,
127,55,0.0,
127,85,0.0,
127,123,1.0,
127,124,1.0,
127,86,2.0,
127,188,0.0,
127,23,0.0,
127,116,0.0,
127,56,2.0,
127,35,0.0,
127,155,0.0,
127,20,1.0,
127,74,2.0,
127,70,1.0,
127,73,1.0,
127,8,1.0,
127,75,0.0,
127,168,1.0,
127,78,2.0,
127,167,0.0,
127,42,1.0,
127,54,2.0,
127,12,0.0,
127,194,0.0,
127,95,1.0,
127,181,0.0,
127,15,1.0,
127,40,0.0,
127,197,1.0,
127,157,2.0,
127,192,0.0,
127,82,2.0,
127,153,1.0,
127,131,1.0,
128,159,0.0,
128,54,1.0,
128,12,0.0,
128,158,0.0,
128,176,0.0,
128,199,1.0,
128,3,0.0,
128,97,0.0,
128,90,1.0,
128,94,0.0,
128,15,0.0,
128,188,0.0,
128,166,0.0,
128,72,1.0,
128,71,0.0,
128,7,1.0,
128,168,1.0,
128,83,1.0,
128,14,0.0,
128,57,1.0,
128,178,2.0,
128,116,0.0,
128,80,0.0,
128,49,0.0,
128,115,1.0,
129,21,1.0,
129,148,0.0,
129,44,2.0,
129,110,0.0,
129,167,0.0,
129,119,1.0,
129,128,1.0,
129,194,0.0,
129,196,1.0,
129,142,0.0,
129,3,1.0,
129,193,0.0,
129,116,2.0,
129,15,2.0,
129,174,0.0,
129,9,2.0,
129,6,1.0,
129,18,1.0,
129,67,1.0,
129,26,1.0,
129,23,0.0,
129,185,0.0,
129,134,1.0,
129,5,2.0,
129,169,1.0,
129,131,1.0,
129,130,1.0,
129,76,0.0,
129,173,0.0,
129,126,0.0,
129,100,1.0,
129,77,0.0,
129,150,0.0,
129,85,1.0,
129,79,1.0,
129,115,0.0,
129,48,1.0,
129,45,1.0,
129,42,0.0,
129,19,0.0,
